loss,kl,elbo,alpha
1315.553,147.99646,1315.7941,0.0016287168497187247
1345.5265,150.13332,1345.7775,0.001671577819448165
1544.0486,153.2196,1544.3113,0.001714438789177605
1708.0469,156.51154,1708.3219,0.0017572997589070452
867.05054,147.34213,867.3158,0.0018001607286364854
2072.3682,120.332954,2072.5898,0.0018430216983659254
2123.3542,117.215805,2123.5752,0.0018858826680953657
2297.5745,110.23334,2297.787,0.0019287436378248057
2001.4331,96.4691,2001.6233,0.0019716046075542457
1329.6587,83.04604,1329.8259,0.0020144655772836857
1431.6511,73.696236,1431.8027,0.002057326547013126
2082.8604,64.4,2082.9956,0.002100187516742566
1216.4102,65.44546,1216.5504,0.002143048486472006
2759.5168,50.117073,2759.6265,0.0021859094562014466
2616.599,46.891285,2616.7036,0.0022287704259308866
1066.4385,53.017094,1066.559,0.0022716313956603266
1401.9579,57.037693,1402.0898,0.002314492365389767
2562.9248,50.77654,2563.0444,0.002357353335119207
2039.5945,58.519196,2039.735,0.002400214304848647
2171.7986,54.918625,2171.9329,0.002443075274578087
1792.3544,53.34042,1792.4869,0.002485936244307527
2276.671,52.046516,2276.8025,0.002528797214036967
1309.1873,48.75475,1309.3126,0.0025716581837664076
2135.1235,52.31081,2135.2603,0.0026145191534958476
1313.7996,51.844807,1313.9374,0.0026573801232252876
1508.6198,59.059296,1508.7792,0.002700241092954728
1621.4537,60.401314,1621.6194,0.002743102062684168
1944.2604,63.44154,1944.4371,0.002785963032413608
1743.8859,67.53538,1744.0769,0.0028288240021430485
827.462,79.92862,827.6915,0.0028716849718724885
1797.7372,87.01616,1797.9908,0.0029145459416019285
1671.8235,89.70139,1672.0887,0.002957406911331369
1335.3777,91.50784,1335.6522,0.003000267881060809
1561.5887,99.49482,1561.8915,0.003043128850790249
1813.087,87.95163,1813.3584,0.0030859898205196894
1924.1577,89.4671,1924.4376,0.003128850790249129
2164.123,93.99517,2164.4211,0.003171711759978569
821.85974,89.36563,822.14703,0.0032145727297080095
2126.2854,87.04148,2126.5688,0.0032574336994374495
1731.8494,81.239365,1732.1174,0.0033002946691668895
2199.8286,87.577385,2200.1213,0.00334315563889633
767.99335,84.60685,768.27985,0.00338601660862577
1357.5249,76.91453,1357.7886,0.00342887757835521
1183.6552,74.219055,1183.9128,0.0034717385480846504
2159.6519,81.11943,2159.937,0.0035145995178140904
2397.081,55.324932,2397.2778,0.0035574604875435304
515.4094,81.358376,515.70233,0.003600321457272971
1390.5815,73.85618,1390.8506,0.003643182427002411
1153.6602,72.89593,1153.9288,0.003686043396731851
1225.6322,77.55377,1225.9214,0.0037289043664612913
1238.7173,56.927258,1238.932,0.0037717653361907313
1957.5355,73.724815,1957.8168,0.003814626305920171
1612.2417,60.102062,1612.4735,0.0038574872756496114
1318.6638,78.15671,1318.9686,0.0039003482453790514
2333.4023,63.618458,2333.6533,0.003943209215108491
1519.2343,67.35862,1519.5028,0.003986070184837932
1623.1519,80.80742,1623.4774,0.004028931154567371
1778.1162,73.15854,1778.4141,0.004071792124296813
1416.998,83.48419,1417.3416,0.004114653094026252
432.51392,95.68588,432.91174,0.004157514063755692
1379.8864,93.2454,1380.2781,0.004200375033485132
1094.3984,88.21301,1094.7727,0.004243236003214572
2338.4946,102.56686,2338.9343,0.004286096972944012
1681.2887,106.32255,1681.7489,0.004328957942673453
1981.1091,130.09924,1981.6779,0.004371818912402893
1050.8387,123.47721,1051.3839,0.004414679882132333
1595.5986,131.94469,1596.1868,0.004457540851861773
908.802,139.09616,909.428,0.004500401821591213
1909.448,156.5311,1910.1592,0.004543262791320653
1243.6052,165.4783,1244.3641,0.004586123761050094
1954.1143,147.6589,1954.7977,0.004628984730779534
1294.5132,132.5484,1295.1324,0.004671845700508974
1912.916,141.26613,1913.582,0.004714706670238414
1238.9274,132.56891,1239.5581,0.004757567639967854
1031.3622,161.02457,1032.1351,0.004800428609697294
1643.3066,147.03815,1644.0188,0.004843289579426735
1247.6287,158.24167,1248.4019,0.004886150549156174
1127.3903,126.53236,1128.0139,0.004929011518885615
1483.6743,138.90582,1484.365,0.004971872488615054
669.36487,140.05873,670.0672,0.005014733458344495
1886.9833,109.88637,1887.5391,0.005057594428073934
1301.2799,134.98311,1301.9684,0.005100455397803376
1743.1151,148.51234,1743.8789,0.005143316367532815
1608.5421,92.3611,1609.0211,0.005186177337262256
839.0524,113.60017,839.6464,0.005229038306991695
1603.217,87.00185,1603.6757,0.005271899276721136
566.7345,117.73607,567.3602,0.005314760246450575
1279.9048,88.72879,1280.3801,0.0053576212161800165
1792.1509,67.704926,1792.5165,0.005400482185909456
827.58044,123.26615,828.2514,0.0054433431556388965
1692.6658,74.83329,1693.0763,0.005486204125368336
1841.419,70.10186,1841.8065,0.005529065095097776
1747.9172,65.05542,1748.2797,0.005571926064827216
1533.1855,66.89553,1533.5612,0.005614787034556656
965.94696,161.59529,966.8612,0.005657648004286097
2136.922,98.11406,2137.4814,0.005700508974015537
1336.4431,83.65753,1336.9236,0.005743369943744977
2260.1223,83.33369,2260.6045,0.005786230913474417
1061.7699,87.82712,1062.2819,0.005829091883203857
1782.0872,68.48356,1782.4893,0.005871952852933297
1719.2859,109.64476,1719.9344,0.005914813822662738
1840.9978,97.34767,1841.5778,0.0059576747923921775
1607.7347,89.04479,1608.269,0.006000535762121618
1705.1211,80.60932,1705.6083,0.0060433967318510575
2000.4138,95.508,2000.9951,0.006086257701580498
900.53955,86.05385,901.06696,0.0061291186713099376
771.37463,114.250145,772.0798,0.006171979641039379
1715.367,83.410065,1715.8854,0.0062148406107688185
1470.0153,104.77794,1470.6709,0.006257701580498258
542.57336,110.15884,543.26746,0.0063005625502276985
1364.9154,99.82036,1365.5486,0.006343423519957138
1846.3219,100.97613,1846.9668,0.0063862844896865785
1900.2443,100.27559,1900.8889,0.006429145459416019
1068.6328,97.43129,1069.2634,0.006472006429145459
2070.94,78.26687,2071.45,0.006514867398874899
1951.611,81.056366,1952.1425,0.006557728368604339
1304.5873,87.48891,1305.1648,0.006600589338333779
1278.5032,98.84332,1279.1598,0.006643450308063219
1042.1709,67.22562,1042.6204,0.00668631127779266
1157.1663,99.860146,1157.8383,0.0067291722475221
1147.5339,78.82668,1148.0677,0.00677203321725154
2064.8877,81.14763,2065.4407,0.00681489418698098
1473.2378,95.61259,1473.8934,0.00685775515671042
1903.3438,108.478516,1904.0923,0.0069006161264398595
1978.0914,74.833405,1978.6111,0.006943477096169301
1485.5208,74.72266,1486.0428,0.00698633806589874
1726.174,97.83862,1726.8617,0.007029199035628181
801.17993,102.32298,801.90356,0.00707206000535762
1062.115,121.18457,1062.9772,0.007114920975087061
1722.4788,91.25642,1723.132,0.0071577819448165
1729.5629,85.64534,1730.1796,0.007200642914545942
2021.6039,92.55505,2022.2743,0.007243503884275381
1149.6174,106.24123,1150.3916,0.007286364854004822
1411.537,124.545715,1412.4498,0.007329225823734261
1425.8344,88.55761,1426.4872,0.007372086793463702
1084.7604,127.7365,1085.7075,0.007414947763193141
890.009,102.63708,890.7744,0.007457808732922583
1736.5541,93.41937,1737.2548,0.007500669702652022
883.47784,80.403076,884.08435,0.007543530672381463
1156.0164,97.3051,1156.7545,0.007586391642110902
1533.1234,116.35642,1534.0111,0.007629252611840342
1797.8889,116.415726,1798.7821,0.007672113581569782
2055.376,105.685135,2056.1914,0.007714974551299223
1738.4202,86.00525,1739.0874,0.007757835521028663
1739.3289,123.645546,1740.2933,0.007800696490758103
1801.2294,125.34479,1802.2125,0.007843557460487543
1209.3527,106.29938,1210.191,0.007886418430216983
1099.9038,149.78346,1101.0914,0.007929279399946422
1266.2137,121.42298,1267.1818,0.007972140369675864
1159.806,120.183624,1160.7675,0.008
1407.7555,133.83377,1408.8262,0.008
1036.1106,117.851906,1037.0535,0.008
1452.234,87.99438,1452.938,0.008
1064.7301,107.91191,1065.5934,0.008
1924.9253,119.185974,1925.8788,0.008
2334.844,103.534355,2335.6724,0.008
1793.5676,127.48054,1794.5875,0.008
1538.1069,94.58777,1538.8636,0.008
1190.8824,130.06833,1191.923,0.008
1599.8281,133.41653,1600.8955,0.008
840.8001,160.19934,842.0817,0.008
1889.5554,84.8674,1890.2344,0.008
1572.7073,83.821884,1573.3778,0.008
1454.5752,110.13523,1455.4563,0.008
789.5049,152.1167,790.7218,0.008
1263.321,146.89302,1264.4962,0.008
1525.732,122.30873,1526.7106,0.008
2274.971,129.98541,2276.0107,0.008
2099.272,84.81148,2099.9504,0.008
1103.2295,114.52124,1104.1456,0.008
1025.5217,135.39198,1026.6049,0.008
1267.3712,118.691246,1268.3208,0.008
1098.0013,153.69276,1099.2308,0.008
2036.2511,110.99739,2037.139,0.008
1175.6447,98.609276,1176.4335,0.008
1545.8667,128.02954,1546.891,0.008
1757.4126,129.84987,1758.4514,0.008
1995.4996,112.599915,1996.4004,0.008
1253.863,133.6758,1254.9325,0.008
994.14087,125.051315,995.1413,0.008
1169.2587,147.79352,1170.441,0.008
1506.9646,159.38925,1508.2397,0.008
1012.19434,147.30147,1013.37274,0.008
1547.1302,153.52286,1548.3584,0.008
631.3727,114.17139,632.2861,0.008
1189.1793,142.74208,1190.3213,0.008
1800.0941,150.15884,1801.2954,0.008
1931.9987,130.804,1933.045,0.008
1148.9258,207.29553,1150.5841,0.008
1226.3698,144.49364,1227.5258,0.008
782.3102,173.58551,783.69885,0.008
2572.9187,127.168205,2573.936,0.008
1293.5303,183.48788,1294.9982,0.008
694.3485,171.84998,695.7233,0.008
1610.306,121.73845,1611.2799,0.008
1801.9618,125.744446,1802.9678,0.008
1541.0186,153.55083,1542.247,0.008
639.0882,136.9835,640.1841,0.008
932.2366,139.97252,933.3563,0.008
1223.0977,192.05525,1224.6342,0.008
2040.4862,141.83267,2041.6208,0.008
1349.9347,246.00633,1351.9027,0.008
1195.016,150.77383,1196.2222,0.008
1331.2532,145.43854,1332.4166,0.008
1673.2869,120.78176,1674.2532,0.008
1119.884,142.4977,1121.024,0.008
995.90027,105.97956,996.7481,0.008
635.6994,114.44062,636.6149,0.008
1626.2051,112.68568,1627.1066,0.008
1800.6045,122.250336,1801.5825,0.008
1061.3296,114.306114,1062.244,0.008
1468.1641,149.15257,1469.3573,0.008
777.5686,121.236465,778.5385,0.008
650.9282,135.9714,652.016,0.008
1874.527,129.47156,1875.5627,0.008
2168.8123,201.81944,2170.4268,0.008
680.89325,230.52277,682.7374,0.008
1947.6595,160.35191,1948.9424,0.008
2028.8055,135.63104,2029.8906,0.008
1449.1704,135.67384,1450.2559,0.008
1842.7568,137.28761,1843.8551,0.008
1898.6254,132.97232,1899.6891,0.008
1222.7866,148.33482,1223.9733,0.008
2211.2537,145.27884,2212.4158,0.008
1366.8931,140.52115,1368.0172,0.008
1059.2863,156.43764,1060.5377,0.008
1812.8478,136.60902,1813.9407,0.008
1901.6925,136.6229,1902.7855,0.008
1702.025,151.08644,1703.2338,0.008
1697.5952,136.73154,1698.6891,0.008
1177.5891,161.34158,1178.8799,0.008
1482.8353,144.53752,1483.9916,0.008
1207.3528,161.37202,1208.6438,0.008
2076.2117,135.6986,2077.2974,0.008
1452.4318,167.7042,1453.7734,0.008
1445.5762,161.17761,1446.8656,0.008
1299.5538,188.83537,1301.0646,0.008
1373.4727,166.23117,1374.8025,0.008
2433.4512,160.53125,2434.7354,0.008
904.23236,175.89857,905.6395,0.008
1045.8297,153.0845,1047.0544,0.008
1670.4115,145.25778,1671.5736,0.008
1635.1704,155.75417,1636.4165,0.008
1576.3191,164.65288,1577.6364,0.008
1351.5403,163.64877,1352.8495,0.008
997.62366,154.90155,998.86285,0.008
1118.8494,200.90857,1120.4567,0.008
1725.2034,168.135,1726.5485,0.008
1876.228,144.8565,1877.3868,0.008
1178.7592,170.99524,1180.1271,0.008
1842.985,178.8361,1844.4156,0.008
1438.4496,189.75638,1439.9677,0.008
1082.4354,190.82861,1083.962,0.008
1508.197,179.08867,1509.6298,0.008
1257.4277,157.0234,1258.684,0.008
1307.4465,200.11389,1309.0475,0.008
1784.9535,197.16248,1786.5308,0.008
1944.6516,136.0584,1945.7401,0.008
947.1375,207.3158,948.796,0.008
1258.4688,188.51552,1259.9769,0.008
1766.0891,182.28084,1767.5474,0.008
1464.5142,158.69226,1465.7837,0.008
1725.1696,215.12509,1726.8905,0.008
2135.7278,147.22159,2136.9055,0.008
1267.1212,153.56375,1268.3497,0.008
1122.9786,215.00296,1124.6986,0.008
1056.8593,168.35857,1058.2062,0.008
1169.9069,168.25934,1171.2529,0.008
1419.185,186.79465,1420.6794,0.008
2162.7847,153.93216,2164.016,0.008
1757.9396,167.78366,1759.2819,0.008
948.9981,189.1595,950.5114,0.008
454.3419,272.008,456.51794,0.008
1770.6403,205.00021,1772.2803,0.008
1093.3667,268.39426,1095.5138,0.008
1550.4106,204.7245,1552.0485,0.008
2112.9734,186.30557,2114.4639,0.008
2064.8132,188.89627,2066.3245,0.008
1106.477,200.6644,1108.0824,0.008
1867.8649,158.41475,1869.1322,0.008
799.77014,216.2063,801.4998,0.008
1114.7864,178.27594,1116.2125,0.008
1072.0924,224.50487,1073.8884,0.008
1610.224,196.73366,1611.7979,0.008
1054.9072,202.38766,1056.5264,0.008
1815.7885,192.75838,1817.3306,0.008
1467.4614,201.02374,1469.0696,0.008
1569.9232,201.45728,1571.5349,0.008
871.53784,202.53708,873.15814,0.008
1254.1442,209.34767,1255.819,0.008
1734.6047,191.7673,1736.1389,0.008
1333.8204,201.21147,1335.4302,0.008
1397.2151,182.98758,1398.679,0.008
2169.0862,178.14142,2170.5112,0.008
1262.8662,183.61118,1264.3351,0.008
1562.8849,187.4682,1564.3846,0.008
1094.4913,210.54903,1096.1758,0.008
1518.007,177.83876,1519.4297,0.008
1347.8744,191.5514,1349.4069,0.008
1824.6315,227.91695,1826.4548,0.008
1898.1307,207.53781,1899.791,0.008
1702.7092,203.87799,1704.3402,0.008
1982.2223,192.98253,1983.7661,0.008
1088.3608,194.19179,1089.9144,0.008
1959.862,179.89139,1961.3011,0.008
1911.6027,180.03851,1913.043,0.008
1194.7816,208.3384,1196.4484,0.008
836.1167,250.62973,838.12177,0.008
1089.1892,207.71553,1090.851,0.008
1546.7549,195.65807,1548.3202,0.008
1882.1206,188.60289,1883.6294,0.008
936.16534,170.68304,937.5308,0.008
1487.8169,195.63416,1489.382,0.008
1671.3679,173.40105,1672.7551,0.008
1569.205,192.43207,1570.7444,0.008
1810.5488,194.47052,1812.1046,0.008
1754.739,207.07045,1756.3956,0.008
927.7333,182.63666,929.1944,0.008
846.0304,224.67351,847.82776,0.008
958.64716,208.2454,960.3131,0.008
1624.5144,184.1312,1625.9874,0.008
1011.55615,170.26978,1012.91833,0.008
1171.3718,212.51463,1173.0719,0.008
1702.7429,188.96912,1704.2546,0.008
927.65344,199.88576,929.2525,0.008
864.76135,197.40738,866.34064,0.008
1524.853,198.13257,1526.4381,0.008
2438.3594,182.56487,2439.8198,0.008
443.3304,226.32036,445.141,0.008
883.6074,176.67351,885.0208,0.008
1347.4922,184.17766,1348.9656,0.008
2502.7688,182.331,2504.2275,0.008
1813.5673,192.67906,1815.1086,0.008
1444.2554,203.4609,1445.883,0.008
1477.3594,158.42586,1478.6268,0.008
1163.9506,208.99876,1165.6226,0.008
1199.9962,174.45111,1201.3918,0.008
1434.9124,147.44257,1436.0919,0.008
2406.7,141.19827,2407.8296,0.008
1176.3003,191.82191,1177.8348,0.008
1267.1155,219.35687,1268.8704,0.008
935.6778,234.82741,937.5564,0.008
2520.378,151.72644,2521.5918,0.008
1644.2717,187.20564,1645.7694,0.008
1222.9559,176.73946,1224.3699,0.008
1268.1884,184.44492,1269.664,0.008
1670.7405,160.03156,1672.0208,0.008
1680.8918,164.12492,1682.2048,0.008
1496.9647,164.26883,1498.2789,0.008
1433.5706,186.8212,1435.0652,0.008
739.6324,175.62582,741.0374,0.008
1992.7233,159.52252,1993.9994,0.008
1229.5713,169.32149,1230.9259,0.008
677.765,154.15498,678.9982,0.008
1820.4954,135.46317,1821.5791,0.008
1434.8092,181.54405,1436.2616,0.008
1074.7706,166.87059,1076.1056,0.008
1399.5393,168.65015,1400.8885,0.008
1559.6394,130.42935,1560.6829,0.008
964.5454,164.68713,965.8629,0.008
1221.3126,160.98561,1222.6005,0.008
1283.1128,163.37634,1284.4198,0.008
1534.1725,160.42827,1535.4559,0.008
2217.043,155.95183,2218.2905,0.008
2052.4722,157.23987,2053.73,0.008
1625.5557,134.93321,1626.6351,0.008
739.8155,148.12416,741.0005,0.008
2138.1968,177.44388,2139.6162,0.008
1493.8658,139.93321,1494.9854,0.008
1368.4795,128.05428,1369.5039,0.008
1592.8038,140.44615,1593.9274,0.008
2076.926,159.24426,2078.2,0.008
1004.15875,179.60455,1005.5956,0.008
1758.402,196.55283,1759.9744,0.008
1914.4766,165.72543,1915.8024,0.008
1252.4753,182.77208,1253.9375,0.008
1080.0381,187.82162,1081.5406,0.008
726.7166,129.72519,727.7544,0.008
1335.0042,166.8288,1336.3387,0.008
2146.3945,166.62535,2147.7275,0.008
1324.8787,172.43549,1326.2582,0.008
1756.6057,162.02814,1757.902,0.008
1143.6976,165.17067,1145.019,0.008
926.8549,149.85332,928.0538,0.008
1792.7194,193.33281,1794.266,0.008
1110.7643,163.53935,1112.0726,0.008
1696.3492,158.34488,1697.616,0.008
552.6602,198.04465,554.24457,0.008
1577.9742,200.47469,1579.578,0.008
1132.1692,173.49567,1133.5571,0.008
2051.7876,153.62671,2053.0166,0.008
1224.0773,171.96132,1225.453,0.008
869.52563,185.59259,871.0104,0.008
1213.4342,203.63918,1215.0634,0.008
939.0381,155.49295,940.28204,0.008
1571.3088,163.2648,1572.615,0.008
1549.3225,173.70526,1550.7122,0.008
1941.3783,201.30515,1942.9888,0.008
1768.1519,180.02115,1769.592,0.008
1572.9918,193.54222,1574.5402,0.008
865.32996,179.5672,866.7665,0.008
1176.2885,194.10416,1177.8413,0.008
1721.7289,178.04225,1723.1532,0.008
1328.6299,197.22502,1330.2076,0.008
1546.6547,210.12596,1548.3357,0.008
668.7837,265.99796,670.9117,0.008
1485.3423,200.47464,1486.946,0.008
977.94696,213.89444,979.65814,0.008
2011.7781,192.00296,2013.3141,0.008
787.55194,229.13712,789.385,0.008
1306.0863,206.65727,1307.7395,0.008
904.5299,189.3168,906.04443,0.008
1148.5513,200.93423,1150.1587,0.008
1136.018,226.93188,1137.8334,0.008
577.78754,251.09007,579.79626,0.008
955.5065,229.61275,957.3434,0.008
1003.9907,211.49547,1005.6827,0.008
1571.8479,186.98798,1573.3438,0.008
1053.6614,182.26436,1055.1195,0.008
1618.641,208.76636,1620.3112,0.008
1492.8894,209.4506,1494.5651,0.008
1463.8947,226.0171,1465.7028,0.008
2087.8213,182.13943,2089.2783,0.008
2204.4106,176.43661,2205.822,0.008
1064.9286,198.08188,1066.5132,0.008
1837.3866,181.54419,1838.839,0.008
1164.3337,186.68085,1165.8271,0.008
1909.7349,168.38309,1911.0819,0.008
1654.4004,192.20842,1654.4004,0.0
690.7555,204.20093,690.7642,4.2860969729440126e-05
1363.1863,185.53886,1363.2021,8.572193945888025e-05
741.40265,198.43262,741.42816,0.00012858290918832038
1466.116,206.73212,1466.1514,0.0001714438789177605
1007.78265,226.29285,1007.8312,0.00021430484864720062
1737.9447,195.81645,1737.9951,0.00025716581837664077
1738.6338,214.82205,1738.6982,0.0003000267881060809
1350.551,215.661,1350.625,0.000342887757835521
1047.636,215.44814,1047.7191,0.0003857487275649612
1373.7338,225.77052,1373.8306,0.00042860969729440124
1817.8951,206.78006,1817.9927,0.0004714706670238414
1508.2484,218.70827,1508.361,0.0005143316367532815
1421.3381,229.60172,1421.4661,0.0005571926064827217
1146.283,230.8104,1146.4215,0.0006000535762121618
1716.6187,218.31464,1716.759,0.0006429145459416019
1926.9574,247.17531,1927.127,0.000685775515671042
1241.5984,237.81177,1241.7716,0.0007286364854004821
1652.4021,245.80377,1652.5918,0.0007714974551299224
1773.2325,233.58815,1773.4227,0.0008143584248593624
1433.0135,243.1865,1433.222,0.0008572193945888025
1554.0728,235.73279,1554.2849,0.0009000803643182427
1443.8107,245.29858,1444.042,0.0009429413340476828
1413.1748,257.02667,1413.4282,0.0009858023037771228
931.6515,241.97424,931.9004,0.001028663273506563
1061.8658,272.18207,1062.1575,0.001071524243236003
1415.2004,258.8204,1415.4889,0.0011143852129654433
973.88104,259.93893,974.1819,0.0011572461826948835
1747.6597,259.51733,1747.9711,0.0012001071524243236
1151.279,263.4161,1151.6064,0.0012429681221537636
1481.6577,266.5926,1482.0005,0.0012858290918832038
1090.7329,267.06927,1091.0878,0.0013286900616126438
1428.4343,274.08975,1428.8103,0.001371551031342084
824.71387,263.79742,825.087,0.0014144120010715243
1488.6382,252.41867,1489.006,0.0014572729708009643
645.8496,298.49127,646.29736,0.0015001339405304045
1351.5536,301.46875,1352.0188,0.0015429949102598447
1513.5571,268.65588,1513.9832,0.0015858558799892845
829.3722,269.48233,829.8111,0.0016287168497187247
1237.9425,270.36368,1238.3944,0.001671577819448165
1614.5396,256.85767,1614.9799,0.001714438789177605
1261.0944,297.7352,1261.6176,0.0017572997589070452
2221.0396,271.09973,2221.5276,0.0018001607286364854
1315.4207,285.13907,1315.9462,0.0018430216983659254
1373.1102,308.51404,1373.692,0.0018858826680953657
982.51587,264.75085,983.0265,0.0019287436378248057
1948.4326,280.92,1948.9865,0.0019716046075542457
1138.1893,265.6245,1138.7244,0.0020144655772836857
1048.8263,256.79922,1049.3546,0.002057326547013126
1277.2926,279.20026,1277.879,0.002100187516742566
1799.4156,256.59894,1799.9656,0.002143048486472006
1189.4576,265.2959,1190.0376,0.0021859094562014466
1143.5459,306.67267,1144.2294,0.0022287704259308866
1728.751,257.50516,1729.3359,0.0022716313956603266
1624.5,277.84192,1625.1431,0.002314492365389767
1246.8104,288.36243,1247.4902,0.002357353335119207
2139.7288,272.82632,2140.3835,0.002400214304848647
1136.2104,281.986,1136.8994,0.002443075274578087
1062.6721,279.85403,1063.3678,0.002485936244307527
1457.939,258.57056,1458.5929,0.002528797214036967
763.2108,282.8377,763.9382,0.0025716581837664076
1495.1827,289.06467,1495.9385,0.0026145191534958476
454.61044,293.26508,455.38977,0.0026573801232252876
1195.0321,277.15787,1195.7805,0.002700241092954728
1475.9564,264.44122,1476.6818,0.002743102062684168
1868.1984,260.8065,1868.9249,0.002785963032413608
945.2105,292.086,946.03674,0.0028288240021430485
453.71686,288.28644,454.54474,0.0028716849718724885
786.7888,277.22916,787.5968,0.0029145459416019285
1292.5374,296.86172,1293.4153,0.002957406911331369
1006.077,301.3059,1006.981,0.003000267881060809
764.0233,291.71143,764.911,0.003043128850790249
1898.4325,270.52747,1899.2673,0.0030859898205196894
1901.5293,258.78467,1902.339,0.003128850790249129
597.6945,324.33557,598.7232,0.003171711759978569
1273.3577,298.69995,1274.3179,0.0032145727297080095
1469.3838,283.58148,1470.3075,0.0032574336994374495
1553.0135,333.46622,1554.1141,0.0033002946691668895
1107.5352,308.1529,1108.5653,0.00334315563889633
1504.0706,275.36615,1505.0029,0.00338601660862577
1253.0604,337.45697,1254.2175,0.00342887757835521
1554.0518,268.75674,1554.9849,0.0034717385480846504
1154.449,330.25244,1155.6096,0.0035145995178140904
1118.9149,376.20276,1120.2533,0.0035574604875435304
1853.9636,295.5199,1855.0276,0.003600321457272971
1613.7697,303.91086,1614.8768,0.003643182427002411
1446.7269,275.34595,1447.7418,0.003686043396731851
1088.7783,288.43622,1089.8539,0.0037289043664612913
1859.0199,276.76013,1860.0637,0.0037717653361907313
1834.1552,250.19196,1835.1095,0.003814626305920171
1894.3789,284.6986,1895.4772,0.0038574872756496114
1183.962,320.13498,1185.2107,0.0039003482453790514
1522.0095,263.8115,1523.0498,0.003943209215108491
1779.0708,285.13885,1780.2074,0.003986070184837932
1845.5787,352.39185,1846.9985,0.004028931154567371
1572.5681,325.25183,1573.8925,0.004071792124296813
1051.599,325.11536,1052.9368,0.004114653094026252
1538.2058,277.6839,1539.3602,0.004157514063755692
1722.4769,270.91907,1723.6149,0.004200375033485132
1531.172,263.66388,1532.2908,0.004243236003214572
1770.3508,282.48633,1771.5616,0.004286096972944012
1495.9082,297.34375,1497.1954,0.004328957942673453
1826.6757,279.89963,1827.8993,0.004371818912402893
1503.717,325.65552,1505.1547,0.004414679882132333
554.44635,306.0512,555.8106,0.004457540851861773
1207.9401,276.3817,1209.1838,0.004500401821591213
1636.3007,302.66248,1637.6758,0.004543262791320653
1388.1268,286.8349,1389.4423,0.004586123761050094
1231.8413,307.69604,1233.2656,0.004628984730779534
707.6048,284.93378,708.936,0.004671845700508974
1151.6926,292.68246,1153.0725,0.004714706670238414
1228.957,259.31174,1230.1907,0.004757567639967854
855.971,273.5069,857.28394,0.004800428609697294
1445.3815,273.76767,1446.7074,0.004843289579426735
1041.9734,277.28284,1043.3282,0.004886150549156174
1003.3622,290.9081,1004.7961,0.004929011518885615
1612.0784,274.01016,1613.4407,0.004971872488615054
771.88043,281.89343,773.29407,0.005014733458344495
1716.2817,271.7202,1717.656,0.005057594428073934
1098.5637,308.73898,1100.1384,0.005100455397803376
1686.0985,250.16685,1687.3853,0.005143316367532815
1909.4421,269.81592,1910.8414,0.005186177337262256
1969.2084,255.01282,1970.5419,0.005229038306991695
1507.8944,277.02942,1509.3549,0.005271899276721136
879.92957,273.99265,881.38574,0.005314760246450575
1237.6704,255.92825,1239.0416,0.0053576212161800165
1400.2328,260.49954,1401.6396,0.005400482185909456
1674.788,280.1037,1676.3126,0.0054433431556388965
1430.0698,261.0085,1431.5018,0.005486204125368336
1603.5396,277.85294,1605.0758,0.005529065095097776
957.66296,284.92508,959.25055,0.005571926064827216
922.5814,269.05258,924.0921,0.005614787034556656
848.3599,264.38013,849.8557,0.005657648004286097
