loss,kl,elbo,alpha
4641.376,418.0896,4641.376,0.0
2889.3887,369.2387,2891.7517,0.0064
4951.611,390.87585,4954.738,0.008
4768.339,447.84457,4768.339,0.0
4534.3755,451.25632,4537.2637,0.0064
3037.8472,393.31458,3040.9937,0.008
4499.365,488.44495,4499.365,0.0
4482.8574,476.6595,4485.908,0.0064
3267.3337,463.61978,3271.0427,0.008
4457.685,513.12354,4457.685,0.0
2780.1094,468.80704,2783.1096,0.0064
4895.3726,529.11896,4899.6055,0.008
3907.0403,500.951,3907.0403,0.0
3465.8308,477.3606,3468.886,0.0064
4716.0103,593.4783,4720.7583,0.008
5189.1724,565.4249,5189.1724,0.0
3359.3535,485.00848,3362.4575,0.0064
3021.287,509.27878,3025.3613,0.008
3611.804,485.95905,3611.804,0.0
3893.9326,544.55273,3897.4177,0.0064
4365.282,536.17346,4369.572,0.008
2751.3784,477.88678,2751.3784,0.0
4149.694,545.8336,4153.187,0.0064
4475.684,523.386,4479.871,0.008
3605.7197,494.25668,3605.7197,0.0
3634.5334,499.8401,3637.7324,0.0064
4013.455,501.89993,4017.4702,0.008
3183.691,490.78937,3183.691,0.0
4470.253,492.7373,4473.4062,0.0064
3588.9346,489.97327,3592.8542,0.008
2869.8376,452.7765,2869.8376,0.0
5114.838,528.87177,5118.2227,0.0064
3244.0,477.42242,3247.8193,0.008
4183.698,473.7767,4183.698,0.0
4092.3394,457.79474,4095.2693,0.0064
3531.73,522.5045,3535.91,0.008
5620.735,542.49805,5620.735,0.0
2831.207,421.8821,2833.907,0.0064
3373.06,453.87384,3376.6912,0.008
3554.4636,471.47156,3554.4636,0.0
4679.1035,487.55038,4682.2236,0.0064
3258.003,435.52502,3261.487,0.008
3487.5652,431.66058,3487.5652,0.0
4022.4944,505.28363,4025.7283,0.0064
3904.7224,446.73053,3908.2961,0.008
3100.306,417.68854,3100.306,0.0
3216.896,448.60126,3219.767,0.0064
4651.8687,509.8326,4655.9473,0.008
3906.328,484.77444,3906.328,0.0
4107.3745,461.96902,4110.331,0.0064
3577.9114,453.63113,3581.5405,0.008
4048.306,480.94565,4048.306,0.0
2545.499,419.5371,2548.184,0.0064
4753.43,475.6564,4757.2354,0.008
2577.8738,434.89835,2577.8738,0.0
4622.4277,484.20752,4625.527,0.0064
4430.0425,461.8831,4433.7373,0.008
5653.618,507.85864,5653.618,0.0
3457.961,452.73032,3460.8584,0.0064
2465.6055,422.3196,2468.9841,0.008
4141.653,452.60654,4141.653,0.0
2915.695,444.58847,2918.5405,0.0064
4154.6455,485.7239,4158.5312,0.008
3696.8152,477.17584,3696.8152,0.0
4886.899,484.45203,4889.9995,0.0064
2816.3892,438.3247,2819.8958,0.008
4161.991,491.36017,4161.991,0.0
4510.7417,492.4265,4513.893,0.0064
2491.3296,435.55322,2494.814,0.008
2792.4707,421.25085,2792.4707,0.0
4191.032,483.8195,4194.129,0.0064
4102.8066,516.3643,4106.9375,0.008
2970.4429,428.72397,2970.4429,0.0
4309.3086,528.98047,4312.694,0.0064
3773.1162,472.8194,3776.8987,0.008
3902.2922,540.4954,3902.2922,0.0
3967.6167,458.88324,3970.5535,0.0064
3404.2744,444.36902,3407.8293,0.008
3372.8015,470.93643,3372.8015,0.0
3606.0344,479.75867,3609.105,0.0064
3590.6123,443.17572,3594.1577,0.008
3833.1099,499.52982,3833.1099,0.0
2781.211,440.01642,2784.027,0.0064
3952.6633,460.31635,3956.346,0.008
4241.045,482.18637,4241.045,0.0
3797.226,478.5163,3800.2886,0.0064
2917.4856,435.3481,2920.9683,0.008
3504.8965,455.42233,3504.8965,0.0
4261.273,481.24084,4264.353,0.0064
3156.416,436.80344,3159.9104,0.008
2788.2244,409.4547,2788.2244,0.0
3712.6182,451.7176,3715.5093,0.0064
4737.1895,516.5885,4741.3223,0.008
4456.824,504.7755,4456.824,0.0
3693.368,464.4533,3696.3403,0.0064
2750.4023,421.0859,2753.771,0.008
3309.8496,434.79288,3309.8496,0.0
3125.1768,442.18335,3128.0068,0.0064
4652.937,517.62573,4657.078,0.008
5013.534,513.0757,5013.534,0.0
3053.0793,425.7034,3055.804,0.0064
2808.256,427.97015,2811.68,0.008
3029.7593,417.17224,3029.7593,0.0
3498.9124,438.96512,3501.7217,0.0064
4291.0938,494.5569,4295.0503,0.008
3615.5925,414.62143,3615.5925,0.0
3543.941,493.6338,3547.1,0.0064
3655.8442,452.77274,3659.4663,0.008
3745.9968,455.6753,3745.9968,0.0
3699.0146,467.8603,3702.009,0.0064
2936.3713,455.13232,2940.0125,0.008
4805.24,545.35376,4805.24,0.0
2239.6995,397.54318,2242.2437,0.0064
3783.6553,445.19647,3787.2168,0.008
3736.205,486.3576,3736.205,0.0
3290.3896,453.16818,3293.29,0.0064
3928.1587,477.11353,3931.9756,0.008
2091.7146,403.57254,2091.7146,0.0
3900.65,444.42642,3903.4941,0.0064
5038.4663,569.0386,5043.0186,0.008
4554.3535,558.01807,4554.3535,0.0
3195.6765,431.33087,3198.437,0.0064
3152.1914,452.26212,3155.8096,0.008
4350.199,533.31494,4350.199,0.0
4524.9355,487.41034,4528.055,0.0064
1873.2433,424.77228,1876.6415,0.008
2901.9143,461.42523,2901.9143,0.0
3878.0183,522.1766,3881.3604,0.0064
3450.023,445.443,3453.5864,0.008
4970.931,532.14685,4970.931,0.0
2693.6682,459.57462,2696.6094,0.0064
2642.6912,435.86002,2646.178,0.008
3267.3857,460.62183,3267.3857,0.0
4094.2363,527.0388,4097.6094,0.0064
3241.0403,468.9017,3244.7915,0.008
3670.2854,490.91818,3670.2854,0.0
3820.7964,491.53952,3823.9421,0.0064
2720.5356,463.64246,2724.2449,0.008
3625.5588,511.93484,3625.5588,0.0
2947.4392,432.63873,2950.208,0.0064
3627.8726,492.66592,3631.814,0.008
3598.2202,463.1365,3598.2202,0.0
3010.355,474.40857,3013.391,0.0064
3553.9114,495.06616,3557.8718,0.008
4068.1355,547.94165,4068.1355,0.0
2961.2695,450.7735,2964.1545,0.0064
3161.3945,464.73578,3165.1123,0.008
2681.9321,428.5017,2681.9321,0.0
4014.8967,512.5461,4018.177,0.0064
3843.3381,524.9313,3847.5376,0.008
3253.7078,450.17737,3253.7078,0.0
3789.1885,506.6099,3792.4307,0.0064
3719.977,515.3935,3724.1,0.008
5390.796,586.11035,5390.796,0.0
2184.202,421.09103,2186.897,0.0064
3227.2668,471.93704,3231.0422,0.008
3626.037,539.7508,3626.037,0.0
2837.2227,447.86755,2840.089,0.0064
4222.4795,478.39288,4226.3066,0.008
3610.9443,522.7668,3610.9443,0.0
3657.9365,482.71866,3661.026,0.0064
3194.107,445.82388,3197.6736,0.008
3219.0103,492.2702,3219.0103,0.0
3079.6692,443.22876,3082.5059,0.0064
4422.047,524.5476,4426.243,0.008
3820.2366,521.5421,3820.2366,0.0
2946.9153,451.03394,2949.802,0.0064
3911.5708,484.80353,3915.4492,0.008
3206.32,483.49432,3206.32,0.0
3576.192,477.93027,3579.2507,0.0064
3818.65,480.77893,3822.496,0.008
3706.9294,508.37698,3706.9294,0.0
2764.7646,424.4935,2767.4814,0.0064
3617.413,473.26117,3621.1992,0.008
3437.7693,482.856,3437.7693,0.0
2577.856,429.82242,2580.607,0.0064
4432.818,491.4546,4436.7495,0.008
3564.4482,471.33728,3564.4482,0.0
3107.618,438.46915,3110.424,0.0064
3956.688,491.42447,3960.6194,0.008
2935.93,444.35687,2935.93,0.0
3507.4358,468.06024,3510.4314,0.0064
3545.9753,434.89688,3549.4546,0.008
3472.192,436.12918,3472.192,0.0
2547.475,412.67523,2550.1162,0.0064
3974.8,483.5434,3978.6685,0.008
2565.1296,398.6421,2565.1296,0.0
3164.508,454.7198,3167.4182,0.0064
4294.452,509.65747,4298.5293,0.008
2733.1665,424.64685,2733.1665,0.0
3821.1892,442.11374,3824.0188,0.0064
3389.5566,468.97705,3393.3083,0.008
4574.9297,493.25006,4574.9297,0.0
3044.7908,441.0687,3047.6135,0.0064
2976.855,448.80246,2980.4453,0.008
3731.3533,455.41965,3731.3533,0.0
3347.096,469.52362,3350.1008,0.0064
2835.2393,411.29324,2838.5295,0.008
4301.6113,501.76385,4301.6113,0.0
3164.7744,437.0268,3167.5713,0.0064
3046.795,438.43896,3050.3025,0.008
3627.0679,445.35693,3627.0679,0.0
2813.3293,427.1683,2816.0632,0.0064
3515.402,481.07318,3519.2507,0.008
4418.235,498.06085,4418.235,0.0
2043.7627,394.4252,2046.287,0.0064
3527.4724,471.78543,3531.2466,0.008
3594.3342,452.61765,3594.3342,0.0
2905.2644,445.1327,2908.1133,0.0064
3785.2239,488.59363,3789.1326,0.008
3328.8818,452.65228,3328.8818,0.0
2952.9094,454.58557,2955.8188,0.0064
4001.1504,484.57666,4005.027,0.008
4176.3203,483.75677,4176.3203,0.0
3189.0815,471.53204,3192.0994,0.0064
3134.7578,442.36707,3138.2966,0.008
3528.8843,484.86273,3528.8843,0.0
3552.244,459.92163,3555.1875,0.0064
3156.78,435.75656,3160.266,0.008
3506.927,471.6521,3506.927,0.0
2733.937,427.42215,2736.6726,0.0064
3630.4263,451.6951,3634.0398,0.008
4610.091,472.71207,4610.091,0.0
3194.5444,457.79153,3197.4744,0.0064
2138.7612,417.63055,2142.1023,0.008
3706.9185,452.78696,3706.9185,0.0
2575.26,431.91153,2578.0242,0.0064
3565.2131,463.67358,3568.9226,0.008
3733.01,468.4593,3733.01,0.0
3159.7788,439.46048,3162.5913,0.0064
3497.1316,454.25952,3500.7656,0.008
2707.8674,436.1849,2707.8674,0.0
4028.871,473.37262,4031.9006,0.0064
3486.0308,448.1473,3489.616,0.008
3347.732,444.021,3347.732,0.0
3970.6216,470.7,3973.634,0.0064
2536.7935,414.5985,2540.1104,0.008
3251.0122,452.48557,3251.0122,0.0
3368.544,441.36432,3371.3687,0.0064
3791.8203,465.80954,3795.5469,0.008
3163.4846,426.71707,3163.4846,0.0
4062.8574,473.9989,4065.891,0.0064
3173.0896,457.86877,3176.7524,0.008
4207.816,478.56754,4207.816,0.0
2758.0115,410.9871,2760.6418,0.0064
3437.7024,474.4737,3441.4983,0.008
3150.9258,460.36667,3150.9258,0.0
3104.462,452.13586,3107.3555,0.0064
3891.844,466.04492,3895.5723,0.008
2926.5396,444.42676,2926.5396,0.0
4351.602,524.6865,4354.96,0.0064
2900.1208,431.78842,2903.5752,0.008
3509.1548,499.23334,3509.1548,0.0
3140.243,437.96393,3143.046,0.0064
3101.4077,456.69922,3105.0613,0.008
3035.3271,448.89758,3035.3271,0.0
2965.978,414.42838,2968.6304,0.0064
3739.9182,510.8334,3744.005,0.008
2989.8977,449.14233,2989.8977,0.0
4101.1973,492.851,4104.3516,0.0064
2659.682,423.8724,2663.0728,0.008
3402.4412,446.0543,3402.4412,0.0
4234.7197,482.26126,4237.806,0.0064
2727.209,460.24673,2730.8909,0.008
2722.9622,420.85315,2722.9622,0.0
3896.1824,512.13153,3899.46,0.0064
3123.6177,454.8785,3127.2566,0.008
2866.0405,446.76352,2866.0405,0.0
4149.334,460.7343,4152.2827,0.0064
2693.682,456.6082,2697.3347,0.008
4311.6577,489.9641,4311.6577,0.0
2495.7678,414.34378,2498.4197,0.0064
2910.9395,454.76654,2914.5776,0.008
3245.8076,451.67328,3245.8076,0.0
3127.9148,478.40732,3130.9766,0.0064
3679.635,456.68994,3683.2886,0.008
3244.4482,456.0735,3244.4482,0.0
3337.6716,455.41797,3340.5864,0.0064
3105.9497,458.61108,3109.6187,0.008
2812.637,424.94012,2812.637,0.0
3542.518,470.4762,3545.529,0.0064
3687.5767,480.47705,3691.4204,0.008
2671.873,425.72607,2671.873,0.0
3554.692,477.75616,3557.7495,0.0064
4032.2114,462.3343,4035.9102,0.008
3583.5625,456.7279,3583.5625,0.0
2083.173,396.7903,2085.7126,0.0064
4052.663,479.18997,4056.4966,0.008
3903.352,465.20334,3903.352,0.0
2927.8286,428.46127,2930.5708,0.0064
2848.0945,441.77826,2851.6287,0.008
2758.9045,421.0808,2758.9045,0.0
2856.6597,429.22656,2859.4067,0.0064
4027.0537,479.92084,4030.893,0.008
3449.2395,467.22693,3449.2395,0.0
2471.1628,403.47653,2473.745,0.0064
3744.8552,482.3014,3748.7136,0.008
3499.6597,468.41364,3499.6597,0.0
3259.7568,423.70154,3262.4685,0.0064
3473.9421,481.53986,3477.7944,0.008
3880.8064,440.2819,3880.8064,0.0
2861.772,439.83655,2864.587,0.0064
3493.1985,489.3766,3497.1135,0.008
3079.077,442.22665,3079.077,0.0
3825.108,476.88672,3828.16,0.0064
3068.2454,440.9021,3071.7725,0.008
2761.068,427.26697,2761.068,0.0
3828.199,474.0862,3831.2332,0.0064
3024.6782,434.11072,3028.1511,0.008
3091.7732,425.53827,3091.7732,0.0
3318.5771,453.31104,3321.4783,0.0064
3552.666,463.49222,3556.374,0.008
3327.221,450.9359,3327.221,0.0
4043.6118,468.8985,4046.6128,0.0064
2832.491,425.31595,2835.8936,0.008
3459.5886,458.1601,3459.5886,0.0
2465.474,402.64142,2468.051,0.0064
4237.9224,467.4381,4241.662,0.008
3292.2617,411.19864,3292.2617,0.0
2920.441,435.659,2923.2292,0.0064
3366.7131,439.99014,3370.2332,0.008
4064.605,483.94983,4064.605,0.0
2294.5723,377.57343,2296.9888,0.0064
3208.6516,423.94733,3212.0432,0.008
3434.7334,431.5992,3434.7334,0.0
3484.0552,457.3603,3486.9822,0.0064
3009.8442,425.74762,3013.2502,0.008
2527.918,419.5606,2527.918,0.0
2449.1594,391.17416,2451.6628,0.0064
5024.987,514.32324,5029.1016,0.008
3433.6104,452.28595,3433.6104,0.0
3649.8506,457.03055,3652.7756,0.0064
2493.2441,401.73187,2496.458,0.008
2884.4001,429.06616,2884.4001,0.0
3063.7568,437.30957,3066.5557,0.0064
3954.1265,462.9274,3957.8298,0.008
3648.9153,443.6223,3648.9153,0.0
2785.26,412.3869,2787.8992,0.0064
3119.457,449.80353,3123.0554,0.008
3081.9316,440.95825,3081.9316,0.0
4027.014,490.1872,4030.1511,0.0064
3049.9614,433.98206,3053.4333,0.008
2502.9656,431.88937,2502.9656,0.0
3834.362,455.6053,3837.2778,0.0064
3564.0508,488.3965,3567.958,0.008
2795.52,424.93576,2795.52,0.0
3610.4456,461.00806,3613.396,0.0064
3476.3164,495.29242,3480.2788,0.008
3038.577,432.43286,3038.577,0.0
2798.7656,440.128,2801.5825,0.0064
4253.883,509.3933,4257.958,0.008
3643.3933,475.95114,3643.3933,0.0
3038.294,441.4992,3041.1196,0.0064
3374.7979,457.50497,3378.458,0.008
3424.2485,479.248,3424.2485,0.0
3761.3027,455.16284,3764.2158,0.0064
2677.1018,426.52835,2680.514,0.008
3367.7056,442.13562,3367.7056,0.0
3666.6917,487.33472,3669.8105,0.0064
2485.5898,411.9029,2488.885,0.008
2790.4265,438.01968,2790.4265,0.0
4033.2085,472.62637,4036.2334,0.0064
3269.0332,431.29044,3272.4836,0.008
2273.0742,418.30508,2273.0742,0.0
3654.646,426.67224,3657.3767,0.0064
3958.6597,476.8258,3962.4744,0.008
1531.5908,372.7696,1531.5908,0.0
3833.449,469.92465,3836.4565,0.0064
4612.091,471.0431,4615.8594,0.008
4248.6855,474.02826,4248.6855,0.0
2432.2905,403.56226,2434.8733,0.0064
3184.6343,444.04105,3188.1865,0.008
4037.7817,489.9367,4037.7817,0.0
2476.9724,405.85785,2479.5698,0.0064
3561.3945,434.12494,3564.8674,0.008
3810.6191,439.81995,3810.6191,0.0
2638.6143,460.27225,2641.56,0.0064
3387.8967,430.5914,3391.3416,0.008
3347.175,454.42972,3347.175,0.0
3033.3247,423.73117,3036.0366,0.0064
3410.3481,442.99576,3413.892,0.008
2675.9536,399.6543,2675.9536,0.0
3595.003,455.15863,3597.916,0.0064
3541.4307,458.54752,3545.099,0.008
2747.927,410.17264,2747.927,0.0
3134.5498,433.726,3137.3257,0.0064
3919.3027,451.09595,3922.9116,0.008
3359.3135,444.8872,3359.3135,0.0
3747.5017,449.88953,3750.381,0.0064
2677.7263,389.8464,2680.845,0.008
3331.818,407.40387,3331.818,0.0
3641.7852,466.26868,3644.7693,0.0064
2990.2969,413.92108,2993.6082,0.008
2813.7434,417.0,2813.7434,0.0
2869.616,391.69284,2872.1228,0.0064
4341.456,483.8944,4345.327,0.008
2827.3389,426.73917,2827.3389,0.0
4517.9453,459.20813,4520.8843,0.0064
2467.1501,397.48856,2470.33,0.008
3045.4072,428.0812,3045.4072,0.0
2992.2554,409.99802,2994.8794,0.0064
3365.7388,440.5153,3369.263,0.008
2281.2322,391.8949,2281.2322,0.0
4430.7437,477.42786,4433.7993,0.0064
3124.8606,432.56604,3128.321,0.008
2484.5806,400.4785,2484.5806,0.0
3351.8203,445.75214,3354.673,0.0064
3920.8599,472.22986,3924.6377,0.008
4363.4673,504.6614,4363.4673,0.0
2669.4475,413.1981,2672.092,0.0064
2423.5188,404.9979,2426.7588,0.008
4175.0654,454.2264,4175.0654,0.0
1823.0952,404.0636,1825.6813,0.0064
3892.5684,495.82922,3896.535,0.008
3324.2358,460.2708,3324.2358,0.0
3332.0393,459.9751,3334.9832,0.0064
3063.0305,435.40692,3066.5137,0.008
4031.979,517.33685,4031.979,0.0
2176.398,402.19263,2178.972,0.0064
3813.3926,451.89832,3817.0078,0.008
3351.904,477.14008,3351.904,0.0
3255.5881,457.88248,3258.5186,0.0064
3336.5454,440.5546,3340.0698,0.008
3720.2134,493.3629,3720.2134,0.0
3424.8708,457.2423,3427.797,0.0064
2766.398,426.63312,2769.811,0.008
2220.4194,402.91055,2220.4194,0.0
4168.0337,489.20297,4171.1646,0.0064
3603.189,485.741,3607.075,0.008
4122.646,477.03452,4122.646,0.0
2243.103,435.06696,2245.8875,0.0064
3021.0278,436.49905,3024.5198,0.008
3581.123,439.56973,3581.123,0.0
3101.469,452.2734,3104.3635,0.0064
3205.8782,463.77948,3209.5884,0.008
3348.6802,453.58563,3348.6802,0.0
3574.228,461.8098,3577.1836,0.0064
3000.5452,438.37424,3004.0522,0.008
2097.8286,397.86032,2097.8286,0.0
4161.6055,473.48502,4164.6357,0.0064
3111.8086,448.69785,3115.3982,0.008
4163.288,478.63348,4163.288,0.0
2276.149,392.3377,2278.66,0.0064
3473.2146,452.42172,3476.834,0.008
3708.7393,479.75006,3708.7393,0.0
3089.6345,435.54135,3092.4219,0.0064
2914.0977,399.07263,2917.2903,0.008
2417.8804,401.26703,2417.8804,0.0
3010.1814,424.28403,3012.8967,0.0064
4512.129,502.31677,4516.1475,0.008
3473.3928,457.8168,3473.3928,0.0
2234.3887,409.06732,2237.0066,0.0064
4025.6523,454.06958,4029.285,0.008
3294.051,440.17978,3294.051,0.0
2212.408,397.19028,2214.95,0.0064
4213.096,479.08444,4216.9287,0.008
3534.8252,435.3288,3534.8252,0.0
3153.2102,456.62756,3156.1326,0.0064
2973.2651,413.53375,2976.5735,0.008
2779.3809,407.78885,2779.3809,0.0
3496.4207,436.77112,3499.216,0.0064
3589.9138,440.8358,3593.4404,0.008
3911.7834,456.03604,3911.7834,0.0
3913.877,448.36084,3916.7466,0.0064
2055.0356,380.09317,2058.0764,0.008
3933.3174,468.05096,3933.3174,0.0
2645.94,406.81317,2648.5435,0.0064
2741.0889,404.79126,2744.3271,0.008
4159.3228,472.81476,4159.3228,0.0
2766.537,409.75104,2769.1594,0.0064
2738.7305,411.7924,2742.025,0.008
3219.2822,429.05508,3219.2822,0.0
3325.2544,444.34094,3328.0981,0.0064
2750.7253,413.53326,2754.0337,0.008
3330.4524,424.49997,3330.4524,0.0
3923.2375,464.57184,3926.2107,0.0064
2389.35,407.6618,2392.6113,0.008
3491.3975,428.6396,3491.3975,0.0
2803.341,423.88907,2806.054,0.0064
3328.574,442.43097,3332.1135,0.008
3074.8352,428.41315,3074.8352,0.0
3331.3096,437.67017,3334.1106,0.0064
2866.442,414.97617,2869.7617,0.008
3478.83,461.3115,3478.83,0.0
3150.691,412.99567,3153.334,0.0064
3166.0757,418.01245,3169.4197,0.008
2694.6763,401.0311,2694.6763,0.0
3687.2295,440.83295,3690.0508,0.0064
2889.3293,424.01102,2892.7214,0.008
3260.8862,416.43237,3260.8862,0.0
3893.9058,450.16983,3896.7869,0.0064
2468.9858,399.1415,2472.179,0.008
2768.705,416.81686,2768.705,0.0
3486.3838,423.16452,3489.092,0.0064
3342.817,422.06934,3346.1934,0.008
3321.6516,434.13635,3321.6516,0.0
3162.8074,403.81647,3165.3918,0.0064
2743.6113,404.32248,2746.846,0.008
3479.3093,425.98172,3479.3093,0.0
2998.2644,421.74573,3000.9636,0.0064
3103.461,414.96756,3106.7808,0.008
3139.4238,396.8297,3139.4238,0.0
3884.1868,462.36,3887.1458,0.0064
2574.5945,409.6153,2577.8713,0.008
4120.2246,461.20276,4120.2246,0.0
2417.5203,393.4633,2420.0383,0.0064
3258.988,417.45087,3262.3276,0.008
3596.1846,438.34027,3596.1846,0.0
2739.6973,402.57257,2742.2737,0.0064
3247.4802,435.74268,3250.966,0.008
2872.5537,407.08115,2872.5537,0.0
2643.6494,399.4214,2646.2058,0.0064
3740.6443,471.8174,3744.419,0.008
2413.2446,405.8423,2413.2446,0.0
4276.194,484.1862,4279.2925,0.0064
3126.5117,422.6776,3129.893,0.008
2581.804,418.5581,2581.804,0.0
4451.4214,481.44806,4454.5024,0.0064
2239.2104,394.91718,2242.3699,0.008
3868.209,457.286,3868.209,0.0
2626.1245,406.85858,2628.7285,0.0064
2746.5674,434.86288,2750.0464,0.008
2679.813,401.45975,2679.813,0.0
3168.7766,418.17902,3171.453,0.0064
3707.9158,480.89877,3711.763,0.008
2928.8425,407.37512,2928.8425,0.0
3904.761,476.34677,3907.8096,0.0064
2945.8079,412.2995,2949.1062,0.008
3125.5723,415.0611,3125.5723,0.0
4214.702,456.1065,4217.621,0.0064
2245.6104,402.50824,2248.8303,0.008
2494.3413,389.8048,2494.3413,0.0
3501.2498,420.22244,3503.9392,0.0064
3168.236,419.27298,3171.5903,0.008
4102.382,436.77942,4102.382,0.0
2919.8433,414.3559,2922.495,0.0064
2533.6628,395.64612,2536.8281,0.008
3484.311,418.37167,3484.311,0.0
3129.2844,398.11115,3131.8323,0.0064
2945.8853,412.5111,2949.1853,0.008
3161.727,416.3206,3161.727,0.0
3694.407,433.94016,3697.184,0.0064
2666.3008,387.3523,2669.3997,0.008
